,hazard,time
1,0.000580936,1.248459959
2,0.000580936,1.379876797
3,0.001163468,1.478439425
4,0.001163468,2.069815195
5,0.001746998,2.36550308
6,0.001746998,2.759753593
7,0.002332453,3.055441478
8,0.002925927,3.252566735
9,0.003527046,3.515400411
10,0.004130535,3.613963039
11,0.004130535,3.679671458
12,0.004130535,4.205338809
13,0.004741352,4.271047228
14,0.005353022,4.468172485
15,0.005966482,4.533880903
16,0.006582283,4.862422998
17,0.007199446,4.928131417
18,0.007828005,5.388090349
19,0.007828005,5.552361396
20,0.008457784,5.585215606
21,0.009104848,5.749486653
22,0.009755666,5.782340862
23,0.010408407,5.848049281
24,0.011063619,5.880903491
25,0.01172139,6.045174538
26,0.012379828,6.406570842
27,0.013043046,6.669404517
28,0.013707331,6.899383984
29,0.014373009,6.932238193
30,0.015039129,6.965092402
31,0.015708049,6.997946612
32,0.01637794,7.09650924
33,0.017049313,7.326488706
34,0.017732631,7.490759754
35,0.018418422,7.523613963
36,0.019109675,7.753593429
37,0.019804093,7.950718686
38,0.02049972,8.344969199
39,0.021198369,8.377823409
40,0.021898957,8.542094456
41,0.022601648,8.837782341
42,0.023310045,8.936344969
43,0.02401869,9.002053388
44,0.024735304,9.823408624
45,0.026174893,10.25051335
46,0.026174893,10.57905544
47,0.026899407,10.74332649
48,0.026899407,10.80903491
49,0.027625775,10.97330595
50,0.028360719,11.03901437
51,0.029100354,11.17043121
52,0.029100354,11.26899384
53,0.029841911,11.66324435
54,0.029841911,11.69609856
55,0.029841911,11.8275154
56,0.030593737,11.89322382
57,0.031346899,12.02464066
58,0.032878773,12.28747433
59,0.032878773,12.45174538
60,0.033677464,12.58316222
61,0.034478679,12.84599589
62,0.036911086,12.91170431
63,0.037740389,13.5687885
64,0.038574421,13.66735113
65,0.039409855,14.9486653
66,0.04024762,15.24435318
67,0.04108696,15.77002053
68,0.041936727,15.93429158
69,0.042790701,16.09856263
70,0.043646339,16.42710472
71,0.044515724,16.52566735
72,0.045388735,16.75564682
73,0.046273945,16.78850103
74,0.046273945,17.01848049
75,0.047161935,17.21560575
76,0.048056233,17.47843943
77,0.048954762,17.83983573
78,0.049853474,18.75975359
79,0.050752947,19.08829569
80,0.051653336,19.51540041
81,0.05255713,19.71252567
82,0.053462707,19.77823409
83,0.054373843,19.87679671
84,0.054373843,19.90965092
85,0.055289793,19.97535934
86,0.055289793,20.27104723
87,0.056219679,20.5338809
88,0.057151478,20.73100616
89,0.058085473,20.89527721
90,0.059022129,21.28952772
91,0.059022129,21.38809035
92,0.059961952,21.42094456
93,0.059961952,21.48665298
94,0.060909063,21.61806982
95,0.061861998,21.78234086
96,0.062817233,21.9137577
97,0.062817233,22.04517454
98,0.062817233,22.11088296
99,0.063777844,22.43942505
100,0.06474656,22.53798768
101,0.065718814,22.73511294
102,0.066695739,22.89938398
103,0.067674516,23.26078029
104,0.067674516,24.0164271
105,0.06866485,24.37782341
106,0.06866485,24.60780287
107,0.069665031,25.724846
108,0.070668964,25.79055441
109,0.070668964,26.15195072
110,0.071674716,26.64476386
111,0.073710468,26.80903491
112,0.073710468,27.59753593
113,0.074736675,28.05749487
114,0.075770947,28.1889117
115,0.076809734,28.48459959
116,0.077850212,28.91170431
117,0.078905758,29.01026694
118,0.079969879,29.30595483
119,0.081034825,29.5687885
120,0.082104135,29.73305955
121,0.083180691,29.86447639
122,0.084262595,29.9301848
123,0.085355972,30.02874743
124,0.086450251,30.09445585
125,0.087549748,30.16016427
126,0.087549748,31.04722793
127,0.087549748,31.08008214
128,0.088657593,31.11293634
129,0.089767712,31.67145791
130,0.090881952,32.06570842
131,0.092000071,32.22997947
132,0.093120066,32.26283368
133,0.094245378,32.32854209
134,0.094245378,32.3613963
135,0.095391429,32.75564682
136,0.095391429,33.01848049
137,0.095391429,33.14989733
138,0.095391429,33.21560575
139,0.095391429,33.31416838
140,0.095391429,33.34702259
141,0.096547687,33.3798768
142,0.096547687,33.47843943
143,0.096547687,33.60985626
144,0.096547687,33.80698152
145,0.097727984,33.90554415
146,0.09893206,34.00410678
147,0.09893206,34.03696099
148,0.09893206,34.1026694
149,0.09893206,34.29979466
150,0.09893206,34.33264887
151,0.100144725,34.46406571
152,0.100144725,34.69404517
153,0.100144725,34.75975359
154,0.100144725,34.7926078
155,0.100144725,34.82546201
156,0.100144725,34.85831622
157,0.100144725,34.95687885
158,0.100144725,35.08829569
159,0.100144725,35.18685832
160,0.101398994,35.25256674
161,0.101398994,35.4825462
162,0.102660197,35.51540041
163,0.103934601,35.64681725
164,0.103934601,35.71252567
165,0.103934601,35.94250513
166,0.105211815,36.10677618
167,0.105211815,36.23819302
168,0.10649599,36.30390144
169,0.10649599,36.33675565
170,0.10649599,36.43531828
171,0.107797991,36.50102669
172,0.107797991,36.56673511
173,0.107797991,36.63244353
174,0.107797991,36.69815195
175,0.107797991,36.79671458
176,0.107797991,36.92813142
177,0.109150833,36.96098563
178,0.110507401,37.05954825
179,0.110507401,37.09240246
180,0.110507401,37.25667351
181,0.110507401,37.35523614
182,0.110507401,37.38809035
183,0.110507401,37.5523614
184,0.110507401,37.71663244
185,0.110507401,37.94661191
186,0.111900898,38.275154
187,0.113331967,38.34086242
188,0.114780666,38.37371663
189,0.114780666,38.50513347
190,0.114780666,38.73511294
191,0.114780666,38.86652977
192,0.114780666,38.89938398
193,0.114780666,38.93223819
194,0.116255864,39.09650924
195,0.116255864,39.2936345
196,0.117740652,39.42505133
197,0.117740652,39.55646817
198,0.117740652,39.62217659
199,0.119246158,39.6550308
200,0.119246158,39.68788501
201,0.119246158,39.88501027
202,0.120795407,39.91786448
203,0.12236298,40.04928131
204,0.123934477,40.18069815
205,0.123934477,40.27926078
206,0.123934477,40.57494867
207,0.123934477,40.73921971
208,0.123934477,40.80492813
209,0.123934477,40.93634497
210,0.123934477,41.13347023
211,0.125579592,41.26488706
212,0.125579592,41.29774127
213,0.125579592,41.36344969
214,0.125579592,41.46201232
215,0.125579592,41.59342916
216,0.127309378,41.69199179
217,0.127309378,41.75770021
218,0.127309378,41.98767967
219,0.127309378,42.0862423
220,0.129053452,42.11909651
221,0.129053452,42.15195072
222,0.129053452,42.21765914
223,0.129053452,42.31622177
224,0.129053452,42.38193018
225,0.129053452,42.4476386
226,0.129053452,42.54620123
227,0.129053452,42.67761807
228,0.130828768,42.74332649
229,0.130828768,42.84188912
230,0.130828768,42.90759754
231,0.130828768,43.07186858
232,0.130828768,43.137577
233,0.132643226,43.30184805
234,0.132643226,43.4661191
235,0.132643226,43.53182752
236,0.132643226,43.59753593
237,0.134537207,43.63039014
238,0.134537207,43.92607803
239,0.134537207,43.95893224
240,0.134537207,44.15605749
241,0.134537207,44.41889117
242,0.134537207,44.45174538
243,0.136487758,44.61601643
244,0.136487758,44.64887064
245,0.136487758,44.74743326
246,0.136487758,44.84599589
247,0.138520048,44.94455852
248,0.140563134,44.97741273
249,0.140563134,45.07597536
250,0.140563134,45.14168378
251,0.140563134,45.2073922
252,0.140563134,45.24024641
253,0.140563134,45.33880903
254,0.140563134,45.37166324
255,0.140563134,45.40451745
256,0.140563134,45.5687885
257,0.140563134,45.60164271
258,0.142703435,45.66735113
259,0.142703435,45.76591376
260,0.142703435,45.86447639
261,0.144909951,45.8973306
262,0.144909951,46.02874743
263,0.144909951,46.55441478
264,0.147191479,46.58726899
265,0.147191479,46.68583162
266,0.147191479,46.71868583
267,0.14954018,46.85010267
268,0.14954018,47.04722793
269,0.14954018,47.11293634
270,0.14954018,47.40862423
271,0.14954018,47.60574949
272,0.151965412,47.70431211
273,0.151965412,47.73716632
274,0.154402621,47.86858316
275,0.154402621,48.03285421
276,0.154402621,48.06570842
277,0.156917089,48.09856263
278,0.156917089,48.3613963
279,0.156917089,48.52566735
280,0.156917089,48.59137577
281,0.156917089,48.75564682
282,0.156917089,48.82135524
283,0.156917089,48.98562628
284,0.156917089,49.21560575
285,0.156917089,49.24845996
286,0.156917089,49.34702259
287,0.156917089,49.44558522
288,0.15970148,49.70841889
289,0.15970148,49.7412731
290,0.15970148,49.83983573
291,0.15970148,50.36550308
292,0.15970148,50.4312115
293,0.15970148,50.59548255
294,0.15970148,50.75975359
295,0.15970148,50.82546201
296,0.15970148,50.89117043
297,0.15970148,50.98973306
298,0.15970148,51.35112936
299,0.15970148,51.44969199
300,0.15970148,51.51540041
301,0.15970148,51.77823409
302,0.15970148,51.84394251
303,0.15970148,51.97535934
304,0.15970148,52.10677618
305,0.15970148,52.27104723
306,0.15970148,52.43531828
307,0.15970148,52.50102669
308,0.15970148,52.59958932
309,0.15970148,52.69815195
310,0.15970148,52.89527721
311,0.15970148,52.92813142
312,0.15970148,52.99383984
313,0.15970148,53.02669405
314,0.15970148,53.15811088
315,0.163199836,53.2238193
316,0.163199836,53.42094456
317,0.163199836,53.58521561
318,0.163199836,53.61806982
319,0.163199836,53.71663244
320,0.163199836,53.74948665
321,0.163199836,53.81519507
322,0.163199836,54.04517454
323,0.163199836,54.07802875
324,0.163199836,54.11088296
325,0.163199836,54.275154
326,0.163199836,54.30800821
327,0.163199836,54.50513347
328,0.163199836,54.53798768
329,0.163199836,54.57084189
330,0.163199836,54.63655031
331,0.163199836,54.73511294
332,0.163199836,55.06365503
333,0.163199836,55.16221766
334,0.163199836,55.26078029
335,0.163199836,55.72073922
336,0.163199836,55.75359343
337,0.163199836,55.81930185
338,0.163199836,55.95071869
339,0.163199836,56.0164271
340,0.163199836,56.11498973
341,0.163199836,56.14784394
342,0.163199836,56.3449692
343,0.163199836,56.41067762
344,0.163199836,56.47638604
345,0.163199836,56.57494867
346,0.163199836,56.7063655
347,0.163199836,56.83778234
348,0.163199836,57.06776181
349,0.163199836,57.16632444
350,0.163199836,57.26488706
351,0.163199836,57.29774127
352,0.163199836,57.3963039
353,0.163199836,57.49486653
354,0.163199836,57.59342916
355,0.163199836,57.724846
356,0.163199836,57.75770021
357,0.163199836,57.82340862
358,0.163199836,57.95482546
359,0.163199836,57.98767967
360,0.163199836,58.18480493
361,0.163199836,58.21765914
362,0.163199836,58.25051335
363,0.163199836,58.28336756
364,0.163199836,58.31622177
365,0.163199836,58.41478439
366,0.163199836,58.48049281
367,0.163199836,58.67761807
368,0.163199836,58.74332649
369,0.163199836,58.7761807
370,0.163199836,58.90759754
371,0.163199836,58.94045175
372,0.163199836,59.03901437
373,0.163199836,59.10472279
374,0.163199836,59.137577
375,0.163199836,59.17043121
376,0.163199836,59.20328542
377,0.163199836,59.36755647
378,0.163199836,59.40041068
379,0.163199836,59.56468172
380,0.163199836,59.8275154
381,0.163199836,60.02464066
382,0.163199836,60.05749487
383,0.163199836,60.09034908
384,0.163199836,60.12320329
385,0.163199836,60.25462012
386,0.163199836,60.28747433
387,0.163199836,60.32032854
388,0.163199836,60.35318275
389,0.163199836,60.55030801
390,0.163199836,60.58316222
391,0.163199836,60.61601643
392,0.163199836,60.74743326
393,0.163199836,60.78028747
394,0.163199836,60.84599589
395,0.163199836,61.01026694
396,0.163199836,61.07597536
397,0.163199836,61.2073922
398,0.163199836,61.24024641
399,0.163199836,61.40451745
400,0.163199836,61.43737166
401,0.163199836,61.47022587
402,0.163199836,61.63449692
403,0.163199836,61.66735113
404,0.163199836,61.96303901
405,0.163199836,62.35728953
406,0.163199836,62.42299795
407,0.163199836,62.58726899
408,0.163199836,62.6201232
409,0.163199836,62.65297741
410,0.163199836,62.85010267
411,0.163199836,63.04722793
412,0.163199836,63.3100616
413,0.163199836,63.50718686
414,0.163199836,63.54004107
415,0.163199836,63.70431211
416,0.163199836,63.73716632
417,0.163199836,63.96714579
418,0.163199836,64.19712526
419,0.163199836,64.42710472
420,0.163199836,64.65708419
421,0.163199836,64.72279261
422,0.163199836,64.85420945
423,0.163199836,64.88706366
424,0.163199836,65.14989733